Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6,Name_original,Lastname,First_and_middle,Firstname,Date_original,Zipcode
BIODATA MANAGEMENT AND ANALYSIS STUDY SECTION,BDMA,10/19/2023,"PESTILLI, FRANCO",ASSOCIATE PROFESSOR,DEPARTMENT OF PSYCHOLOGY,THE UNIVERSITY OF TEXAS,"AUSTIN,       TX,       78712",,,,"PESTILLI, FRANCO, PHD",PESTILLI,FRANCO,FRANCO,10/19/2023,78712
BIODATA MANAGEMENT AND ANALYSIS STUDY SECTION,BDMA,2/22/2024,"PESTILLI, FRANCO",ASSOCIATE PROFESSOR,DEPARTMENT OF PSYCHOLOGY,THE UNIVERSITY OF TEXAS,"AUSTIN,       TX,       78712",,,,"PESTILLI, FRANCO, PHD",PESTILLI,FRANCO,FRANCO,2/22/2024,78712
"BIOBEHAVIORAL REGULATION, LEARNING AND ETHOLOGY STUDY SECTION",BRLE,10/17/2023,"PHELPS, STEVEN M",PROFESSOR,DEPARTMENT OF INTEGRATIVE BIOLOGY,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"PHELPS, STEVEN  M, PHD",PHELPS,STEVEN M,STEVEN,10/17/2023,78712
"LEARNING, MEMORY AND DECISION NEUROSCIENCE STUDY SECTION",LMDN,2/23/2023,"PIERCE, JONATHAN THOMAS",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE,WAGGONER CENTER FOR ALCOHOL,AND ADDICTION RESEARCH,"THE UNIVERSITY OF TEXAS,  AUSTIN","AUSTIN, TX, 78705",,"PIERCE, JONATHAN THOMAS,  PHD*",PIERCE,JONATHAN THOMAS,JONATHAN,2/23/2023,78705
"LEARNING, MEMORY AND DECISION NEUROSCIENCE STUDY SECTION",LMDN,10/19/2023,"PIERCE, JONATHAN THOMAS",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE,WAGGONER CENTER FOR ALCOHOL,AND ADDICTION RESEARCH,"THE UNIVERSITY OF TEXAS, AUSTIN","AUSTIN,       TX,       78705",,"PIERCE, JONATHAN  THOMAS, PHD",PIERCE,JONATHAN THOMAS,JONATHAN,10/19/2023,78705
HEALTH PROMOTION IN COMMUNITIES STUDY SECTION,HPC,2/20/2024,"PINEDO, MIGUEL",ASSOCIATE PROFESSOR,DEPARTMENT OF KINESIOLOGY,AND HEALTH EDUCATION,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"PINEDO, MIGUEL, PHD",PINEDO,MIGUEL,MIGUEL,2/20/2024,78712
IMAGING TECHNOLOGY DEVELOPMENT STUDY SECTION,ITD,2/27/2023,"PORTER, EMILY",ASSISTANT PROFESSOR,DEPARTMENT OF ELECTRICAL,AND COMPUTER ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78751",,,"PORTER, EMILY,  PHD*",PORTER,EMILY,EMILY,2/27/2023,78751
IMAGING TECHNOLOGY DEVELOPMENT STUDY SECTION,ITD,2/22/2024,"PORTER, EMILY",ASSISTANT PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,MCGILL UNIVERSITY,"MONTREAL,       QC,       H4A3J1",,,,"PORTER, EMILY, PHD",PORTER,EMILY,EMILY,2/22/2024,H4A3J
"LEARNING, MEMORY AND DECISION NEUROSCIENCE STUDY SECTION",LMDN,6/17/2021,"PRESTON, ALISON R",PROFESSOR,DEPARTMENT OF PSYCHOLOGY AND NEUROSCIENCE,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"PRESTON, ALISON R, PHD",PRESTON,ALISON R,ALISON,06/17/21 - 06/18/21,78712
"SOCIAL PSYCHOLOGY, PERSONALITY AND INTERPERSONAL PROCESSES STUDY SECTION",SPIP,6/15/2023,"PUGA, FRANK",ASSISTANT PROFESSOR,"DEPARTMENT OF ACUTE,  CHRONIC,  AND CONTINUING CARE",SCHOOL OF NURSING,UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM, AL, 35294",,,"PUGA, FRANK,  PHD*",PUGA,FRANK,FRANK,6/15/2023,35294
"SOCIAL PSYCHOLOGY, PERSONALITY AND INTERPERSONAL PROCESSES STUDY SECTION",SPIP,10/19/2023,"PUGA, FRANK",ASSISTANT PROFESSOR,"DEPARTMENT OF ACUTE, CHRONIC, AND CONTINUING CARE",SCHOOL OF NURSING,UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM,       AL,       35294",,,"PUGA, FRANK, PHD",PUGA,FRANK,FRANK,10/19/2023,35294
SYNTHETIC AND BIOLOGICAL CHEMISTRY A STUDY SECTION,SBCA,6/1/2022,"QUE, EMILY L",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"QUE, EMILY L,  PHD*",QUE,EMILY L,EMILY,06/01/22 -,78712
IMAGING PROBES AND CONTRAST AGENTS STUDY SECTION,IPCA,10/12/2023,"QUE, EMILY L",ASSISTANT PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"QUE, EMILY  L, PHD",QUE,EMILY L,EMILY,10/12/2023,78712
LANGUAGE AND COMMUNICATION STUDY SECTION,LCOM,6/23/2022,"QUINTO-POZOS, DAVID G",ASSOCIATE PROFESSOR,DEPARTMENT OF LINGUISTICS,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"QUINTO-POZOS, DAVID G,  PHD*",QUINTO-POZOS,DAVID G,DAVID,06/23/22 -,78712
LANGUAGE AND COMMUNICATION STUDY SECTION,LCOM,6/27/2024,"QUINTO-POZOS, DAVID G",PROFESSOR,DEPARTMENT OF LINGUISTICS,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"QUINTO-POZOS, DAVID  G, PHD",QUINTO-POZOS,DAVID G,DAVID,6/27/2024,78712
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,10/4/2021,"RADHAKRISHNAN, KAVITA",ASSOCIATE PROFESSOR,SCHOOL OF NURSING,UNIVERSITY OF TEXAS AUSTIN,"AUSTIN, TX, 78712",,,,"RADHAKRISHNAN, KAVITA, PHD*",RADHAKRISHNAN,KAVITA,KAVITA,10/04/21 - 10/05/21,78712
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,6/6/2022,"RADHAKRISHNAN, KAVITA",ASSOCIATE PROFESSOR,SCHOOL OF NURSING,UNIVERSITY OF TEXAS AUSTIN,"AUSTIN, TX, 78712",,,,"RADHAKRISHNAN, KAVITA,  PHD*",RADHAKRISHNAN,KAVITA,KAVITA,06/06/22 -,78712
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,6/5/2023,"RADHAKRISHNAN, KAVITA",ASSOCIATE PROFESSOR,SCHOOL OF NURSING,UNIVERSITY OF TEXAS AUSTIN,"AUSTIN, TX, 78712",,,,"RADHAKRISHNAN, KAVITA,  PHD*",RADHAKRISHNAN,KAVITA,KAVITA,6/5/2023,78712
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,10/3/2023,"RADHAKRISHNAN, KAVITA",ASSOCIATE PROFESSOR,SCHOOL OF NURSING,UNIVERSITY OF TEXAS AUSTIN,"AUSTIN,       TX,       78712",,,,"RADHAKRISHNAN, KAVITA, PHD",RADHAKRISHNAN,KAVITA,KAVITA,10/3/2023,78712
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,1/29/2024,"RADHAKRISHNAN, KAVITA",ASSOCIATE PROFESSOR,SCHOOL OF NURSING,UNIVERSITY OF TEXAS AUSTIN,"AUSTIN,       TX,       78712",,,,"RADHAKRISHNAN, KAVITA, PHD",RADHAKRISHNAN,KAVITA,KAVITA,1/29/2024,78712
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,6/3/2024,"RADHAKRISHNAN, KAVITA",ASSOCIATE PROFESSOR,SCHOOL OF NURSING,UNIVERSITY OF TEXAS AUSTIN,"AUSTIN,       TX,       78712",,,,"RADHAKRISHNAN, KAVITA, PHD",RADHAKRISHNAN,KAVITA,KAVITA,6/3/2024,78712
BIOSTATISTICAL METHODS AND RESEARCH DESIGN STUDY SECTION,BMRD,11/2/2021,"RATHOUZ, PAUL JOSEPH",PROFESSOR,DEPARTMENT OF POPULATION HEALTH,BIOMEDICAL DATA SCIENCE HUB,DELL MEDICAL SCHOOL,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,"RATHOUZ, PAUL JOSEPH, PHD",RATHOUZ,PAUL JOSEPH,PAUL,11/02/21 - 11/03/21,78712
BIOSTATISTICAL METHODS AND RESEARCH DESIGN STUDY SECTION,BMRD,3/3/2022,"RATHOUZ, PAUL JOSEPH",PROFESSOR,DEPARTMENT OF POPULATION HEALTH,BIOMEDICAL DATA SCIENCE HUB,DELL MEDICAL SCHOOL,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,"RATHOUZ, PAUL JOSEPH, PHD",RATHOUZ,PAUL JOSEPH,PAUL,03/03/22 - 03/04/22,78712
ANALYTICS AND STATISTICS FOR POPULATION RESEARCH PANEL B STUDY SECTION,ASPB,10/20/2022,"RATHOUZ, PAUL JOSEPH",PROFESSOR,DEPARTMENT OF POPULATION HEALTH,DELL MEDICAL SCHOOL,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"RATHOUZ, PAUL JOSEPH,  PHD",RATHOUZ,PAUL JOSEPH,PAUL,10/20/22 -,78712
ANALYTICS AND STATISTICS FOR POPULATION RESEARCH PANEL B STUDY SECTION,ASPB,2/22/2023,"RATHOUZ, PAUL JOSEPH",PROFESSOR,DEPARTMENT OF POPULATION HEALTH,DELL MEDICAL SCHOOL,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"RATHOUZ, PAUL JOSEPH,  PHD",RATHOUZ,PAUL JOSEPH,PAUL,2/22/2023,78712
ANALYTICS AND STATISTICS FOR POPULATION RESEARCH PANEL B STUDY SECTION,ASPB,11/14/2023,"RATHOUZ, PAUL JOSEPH",PROFESSOR,DEPARTMENT OF POPULATION HEALTH,DELL MEDICAL SCHOOL,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"RATHOUZ, PAUL JOSEPH,  PHD",RATHOUZ,PAUL JOSEPH,PAUL,11/14/2023,78712
ANALYTICS AND STATISTICS FOR POPULATION RESEARCH PANEL B STUDY SECTION,ASPB,2/12/2024,"RATHOUZ, PAUL JOSEPH",PROFESSOR,DEPARTMENT OF POPULATION HEALTH,DELL MEDICAL SCHOOL,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"RATHOUZ, PAUL JOSEPH,  PHD",RATHOUZ,PAUL JOSEPH,PAUL,2/12/2024,78712
ANALYTICS AND STATISTICS FOR POPULATION RESEARCH PANEL B STUDY SECTION,ASPB,7/16/2024,"RATHOUZ, PAUL JOSEPH",PROFESSOR,DEPARTMENT OF POPULATION HEALTH,BIOMEDICAL DATA SCIENCE HUB,DELL MEDICAL SCHOOL,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,"RATHOUZ, PAUL JOSEPH,  PHD",RATHOUZ,PAUL JOSEPH,PAUL,7/16/2024,78712
POPULATION BASED RESEARCH IN INFECTIOUS DISEASE STUDY SECTION,PRID,10/30/2023,"REVELES, KELLY RENEE",ASSOCIATE PROFESSOR OF PHARMACOTHERAPY,COLLEGE OF PHARMACY,THE UNIVERSITY OF TEXAS AT AUSTIN,"SAN ANTONIO,       TX,       78229",,,,"REVELES, KELLY  RENEE, PHD, PHMD",REVELES,KELLY RENEE,KELLY,10/30/2023,78229
CELLULAR AND MOLECULAR BIOLOGY OF GLIA STUDY SECTION,CMBG,2/9/2023,"RIMER, MENDELL",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE ,AND EXPERIMENTAL THERAPEUTICS,INTERDISCIPLINARY PROGRAM IN NEUROSCIENCE ,TEXAS A&amp;M HEALTH SCIENCE CENTER,"BRYAN, TX, 77807",,"RIMER, MENDELL,  PHD*",RIMER,MENDELL,MENDELL,2/9/2023,77807
HEALTHCARE AND HEALTH DISPARITIES STUDY SECTION,HHD,6/8/2021,"RODRIGUEZ, ERIN M.",ASSOCIATE PROFESSOR,DEPARTMENT OF EDUCATIONAL PSYCHOLOGY,COLLEGE OF EDUCATION,THE UNIVESITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"RODRIGUEZ, ERIN M., PHD*",RODRIGUEZ,ERIN M.,ERIN,06/08/21 - 06/09/21,78712
"BIOENGINEERING OF NEUROSCIENCE, VISION AND LOW VISION TECHNOLOGIES STUDY SECTION",BNVT,10/20/2022,"ROSALES, ADRIANNE",ASSISTANT PROFESSOR,DEPARTMENT CHEMICAL ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"ROSALES, ADRIANNE,  PHD*",ROSALES,ADRIANNE,ADRIANNE,10/20/22 -,78712
"BIOBEHAVIORAL REGULATION, LEARNING AND ETHOLOGY STUDY SECTION",BRLE,6/4/2021,"ROSENKRANZ, JEREMY E",PROFESSOR,DEPARTMENT OF CELLULAR,AND MOLECULAR PHARMACOLOGY,ROSALIND FRANKLIN UNIVERSITY,"NORTH CHICAGO, IL, 60064",,,"ROSENKRANZ, JEREMY E, PHD",ROSENKRANZ,JEREMY E,JEREMY,06/04/21 - 06/04/21,60064
"BIOBEHAVIORAL REGULATION, LEARNING AND ETHOLOGY STUDY SECTION",BRLE,2/10/2022,"ROSENKRANZ, JEREMY E",PROFESSOR,DEPARTMENT OF CELLULAR,AND MOLECULAR PHARMACOLOGY,ROSALIND FRANKLIN UNIVERSITY,"NORTH CHICAGO, IL, 60064",,,"ROSENKRANZ, JEREMY E, PHD",ROSENKRANZ,JEREMY E,JEREMY,02/10/22 - 02/10/22,60064
CLINICAL DATA MANAGEMENT AND ANALYSIS STUDY SECTION,CDMA,2/22/2024,"ROUSSEAU, JUSTIN FREDERICK",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGY,O'DONNELL BRAIN INSTITUTE,"DALLAS,       TX,       75390",,,,"ROUSSEAU, JUSTIN  FREDERICK, MD, MMSC",ROUSSEAU,JUSTIN FREDERICK,JUSTIN,2/22/2024,75390
CLINICAL DATA MANAGEMENT AND ANALYSIS STUDY SECTION,CDMA,6/6/2024,"ROUSSEAU, JUSTIN FREDERICK",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGY,PETER O?DONNELL JR. BRAIN INSTITUTE,UT SOUTHWESTERN MEDICAL CENTER,"DALLAS,       TX,       75390",,,"ROUSSEAU, JUSTIN  FREDERICK, MD",ROUSSEAU,JUSTIN FREDERICK,JUSTIN,6/6/2024,75390
MODELING AND ANALYSIS OF BIOLOGICAL SYSTEMS STUDY SECTION,MABS,6/7/2022,"SACKS, MICHAEL S",PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"SACKS, MICHAEL S,  PHD*",SACKS,MICHAEL S,MICHAEL,06/07/22 -,78712
SOCIAL SCIENCES AND POPULATION STUDIES A STUDY SECTION,SSPA,6/7/2021,"SALAS-WRIGHT, CHRISTOPHER PATRICK",PROFESSOR,SCHOOL OF SOCIAL WORK,BOSTON COLLEGE,"CHESTNUT HILL, MA, 02467",,,,"SALAS-WRIGHT, CHRISTOPHER PATRICK, PHD*",SALAS-WRIGHT,CHRISTOPHER PATRICK,CHRISTOPHER,06/07/21 - 06/08/21,2467
"SOCIAL PSYCHOLOGY, PERSONALITY AND INTERPERSONAL PROCESSES STUDY SECTION",SPIP,2/24/2022,"SALAS-WRIGHT, CHRISTOPHER PATRICK","PROFESSOR AND ASSISTANT DEAN, DOCTORAL PROGRAM",SCHOOL OF SOCIAL WORK,BOSTON COLLEGE,"CHESTNUT HILL, MA, 02467",,,,"SALAS-WRIGHT, CHRISTOPHER PATRICK, PHD",SALAS-WRIGHT,CHRISTOPHER PATRICK,CHRISTOPHER,02/24/22 - 02/25/22,2467
NEUROTOXICOLOGY AND ALCOHOL STUDY SECTION,NAL,6/8/2023,"SALINAS, ARMANDO",ASSISTANT PROFESSOR,"DEPARTMENT OF PHARMACOLOGY,  TOXICOLOGY",AND NEUROSCIENCE,LOUISIANA STATE UNIVERSITY HEALTH SHREVEPORT,"SHREVEPORT, LA, 71103",,,"SALINAS, ARMANDO,  PHD*",SALINAS,ARMANDO,ARMANDO,6/8/2023,71103
ENABLING BIOANALYTICAL AND IMAGING TECHNOLOGIES STUDY SECTION,EBIT,10/5/2023,"SAMANTA, DEVLEENA",ASSISTANT PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"SAMANTA, DEVLEENA, PHD",SAMANTA,DEVLEENA,DEVLEENA,10/5/2023,78712
"BIOENGINEERING OF NEUROSCIENCE, VISION AND LOW VISION TECHNOLOGIES STUDY SECTION",BNVT,2/17/2022,"SANTACRUZ, SAMANTHA ROSE",ASSISTANT PROFESSOR,COCKRELL SCHOOL OF ENGINEERING,BIOMEDICAL ENGINEERING,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"SANTACRUZ, SAMANTHA ROSE, PHD*",SANTACRUZ,SAMANTHA ROSE,SAMANTHA,02/17/22 - 02/18/22,78712
ENABLING BIOANALYTICAL AND IMAGING TECHNOLOGIES STUDY SECTION,EBIT,2/9/2023,"SCHIAVINATO EBERLIN, LIVIA",ASSOCIATE PROFESSOR,DEPARTMENT OF SURGERY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,,"SCHIAVINATO EBERLIN, LIVIA,  PHD",SCHIAVINATO EBERLIN,LIVIA,LIVIA,2/9/2023,77030
ENABLING BIOANALYTICAL AND IMAGING TECHNOLOGIES STUDY SECTION,EBIT,6/22/2023,"SCHIAVINATO EBERLIN, LIVIA",ASSOCIATE PROFESSOR,DEPARTMENT OF SURGERY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,,"SCHIAVINATO EBERLIN, LIVIA,  PHD",SCHIAVINATO EBERLIN,LIVIA,LIVIA,6/22/2023,77030
ENABLING BIOANALYTICAL AND IMAGING TECHNOLOGIES STUDY SECTION,EBIT,6/20/2024,"SCHIAVINATO EBERLIN, LIVIA",ASSOCIATE PROFESSOR,DEPARTMENT OF SURGERY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON,       TX,       77030",,,,"SCHIAVINATO EBERLIN, LIVIA, PHD",SCHIAVINATO EBERLIN,LIVIA,LIVIA,6/20/2024,77030
HEALTHCARE AND HEALTH DISPARITIES STUDY SECTION,HHD,6/20/2024,"SCHNARRS, PHILLIP W",ASSOCIATE PROFESSOR,DEPARTMENT OF POPULATION HEALTH,DIVISION OF COMMUNITY ENGAGEMENT AND HEALTH EQUITY,DELL MED SCHOOL/ THE UNIVERSITY OF TEXAS AT AUSTIN,"SAN ANTONIO,       TX,       78249",,,"SCHNARRS, PHILLIP  W, PHD",SCHNARRS,PHILLIP W,PHILLIP,6/20/2024,78249
ADULT PSYCHOPATHOLOGY AND DISORDERS OF AGING STUDY SECTION,APDA,6/7/2021,"SCHNYER, DAVID M",PROFESSOR,DEPARTMENT OF PSYCHOLOGY AND NEUROSCIENCE,"UNIVERSITY OF TEXAS, AUSTIN","AUSTIN, TX, 78712",,,,"SCHNYER, DAVID M, PHD*",SCHNYER,DAVID M,DAVID,06/07/21 - 06/08/21,78712
"BIOENGINEERING OF NEUROSCIENCE, VISION AND LOW VISION TECHNOLOGIES STUDY SECTION",BNVT,2/17/2022,"SEIDLITS, STEPHANIE KRISTIN",ASSISTANT PROFESSOR,DEPARTMENT OF BIOENGINEERING,BRAIN RESEARCH INSTITUTE,"UNIVERSITY OF CALIFORNIA, LOS ANGELES","LOS ANGELES, CA, 90095",,,"SEIDLITS, STEPHANIE KRISTIN, PHD*",SEIDLITS,STEPHANIE KRISTIN,STEPHANIE,02/17/22 - 02/18/22,90095
"BIOENGINEERING OF NEUROSCIENCE, VISION AND LOW VISION TECHNOLOGIES STUDY SECTION",BNVT,10/20/2022,"SEIDLITS, STEPHANIE KRISTIN",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,"UNIVERSITY OF TEXAS,  AUSTIN","AUSTIN, TX, 78712",,,,"SEIDLITS, STEPHANIE KRISTIN,  PHD",SEIDLITS,STEPHANIE KRISTIN,STEPHANIE,10/20/22 -,78712
"BIOENGINEERING OF NEUROSCIENCE, VISION AND LOW VISION TECHNOLOGIES STUDY SECTION",BNVT,2/15/2023,"SEIDLITS, STEPHANIE KRISTIN",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,"UNIVERSITY OF TEXAS,  AUSTIN","AUSTIN, TX, 78712",,,,"SEIDLITS, STEPHANIE KRISTIN,  PHD",SEIDLITS,STEPHANIE KRISTIN,STEPHANIE,2/15/2023,78712
"BIOENGINEERING OF NEUROSCIENCE, VISION AND LOW VISION TECHNOLOGIES STUDY SECTION",BNVT,6/15/2023,"SEIDLITS, STEPHANIE KRISTIN",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,"UNIVERSITY OF TEXAS,  AUSTIN","AUSTIN, TX, 78712",,,,"SEIDLITS, STEPHANIE KRISTIN,  PHD",SEIDLITS,STEPHANIE KRISTIN,STEPHANIE,6/15/2023,78712
"BIOENGINEERING OF NEUROSCIENCE, VISION AND LOW VISION TECHNOLOGIES STUDY SECTION",BNVT,10/19/2023,"SEIDLITS, STEPHANIE KRISTIN",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,"UNIVERSITY OF TEXAS, AUSTIN","AUSTIN,       TX,       78712",,,,"SEIDLITS, STEPHANIE  KRISTIN, PHD",SEIDLITS,STEPHANIE KRISTIN,STEPHANIE,10/19/2023,78712
"BIOENGINEERING OF NEUROSCIENCE, VISION AND LOW VISION TECHNOLOGIES STUDY SECTION",BNVT,3/7/2024,"SEIDLITS, STEPHANIE KRISTIN",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,"UNIVERSITY OF TEXAS, AUSTIN","AUSTIN,       TX,       78712",,,,"SEIDLITS, STEPHANIE  KRISTIN, PHD",SEIDLITS,STEPHANIE KRISTIN,STEPHANIE,3/7/2024,78712
"BIOENGINEERING OF NEUROSCIENCE, VISION AND LOW VISION TECHNOLOGIES STUDY SECTION",BNVT,6/20/2024,"SEIDLITS, STEPHANIE KRISTIN",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,"UNIVERSITY OF TEXAS, AUSTIN","AUSTIN,       TX,       78712",,,,"SEIDLITS, STEPHANIE  KRISTIN, PHD",SEIDLITS,STEPHANIE KRISTIN,STEPHANIE,6/20/2024,78712
AUDITORY SYSTEM STUDY SECTION,AUD,6/9/2022,"SMITH, SPENCER",ASSISTANT PROFESSOR,"DEPARTMENT OF SPEECH,  LANGUAGE",AND HEARING SCIENCES,"THE UNIVERSITY OF TEXAS,  AUSTIN","AUSTIN, TX, 78712",,,"SMITH, SPENCER,  PHD*",SMITH,SPENCER,SPENCER,06/09/22 -,78712
NANOTECHNOLOGY STUDY SECTION,NANO,10/13/2021,"SMYTH, HUGH DAVID",ASSOCIATE PROFESSOR,DIVISION OF PHARMACEUTICS,COLLEGE OF PHARMACY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"SMYTH, HUGH DAVID, PHD*",SMYTH,HUGH DAVID,HUGH,10/13/21 - 10/14/21,78712
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,10/17/2023,"STACHOWIAK, JEANNE CASSTEVENS",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,DEPARTMENT OF BIOMEDICAL ENGINEERING,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"STACHOWIAK, JEANNE  CASSTEVENS, PHD",STACHOWIAK,JEANNE CASSTEVENS,JEANNE,10/17/2023,78712
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,"STACHOWIAK, JEANNE CASSTEVENS",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,DEPARTMENT OF BIOMEDICAL ENGINEERING,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"STACHOWIAK, JEANNE  CASSTEVENS, PHD",STACHOWIAK,JEANNE CASSTEVENS,JEANNE,3/5/2024,78712
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,"STACHOWIAK, JEANNE CASSTEVENS",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,DEPARTMENT OF BIOMEDICAL ENGINEERING,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"STACHOWIAK, JEANNE  CASSTEVENS, PHD",STACHOWIAK,JEANNE CASSTEVENS,JEANNE,6/20/2024,78712
"ORAL, DENTAL AND CRANIOFACIAL SCIENCES STUDY SECTION",ODCS,6/27/2024,"STACY, APOLLO",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR MEDICINE,CLEVELAND CLINIC,LERNER COLLEGE OF MEDICINE,"CLEVELAND,       OH,       44195",,,"STACY, APOLLO, AB, PHD",STACY,APOLLO,APOLLO,6/27/2024,44195
CLINICAL MANAGEMENT IN GENERAL CARE SETTINGS STUDY SECTION,CMGC,2/7/2022,"STEINHARDT, MARY A.",PROFESSOR,DEPARTMENT OF KINESIOLOGY AND HEALTH EDUCATION,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"STEINHARDT, MARY A., EDD*",STEINHARDT,MARY A.,MARY,02/07/22 - 02/08/22,78712
INTEGRATIVE VASCULAR PHYSIOLOGY AND PATHOLOGY STUDY SECTION,IVPP,6/20/2023,"STONE, AUDREY J",ASSOCIATE PROFESSOR,DEPARTMENT OF KINESIOLOGY AND HEALTH EDUCATION,COLLEGE OF EDUCATION,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"STONE, AUDREY J,  PHD*",STONE,AUDREY J,AUDREY,6/20/2023,78712
MAXIMIZING INVESTIGATORSâ€™ RESEARCH AWARD C STUDY SECTION,MRAC,3/3/2022,"SUNG, SIBUM",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,COLLEGE OF NATURAL SCIENCES,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"SUNG, SIBUM, PHD*",SUNG,SIBUM,SIBUM,03/03/22 - 03/04/22,78712
CLINICAL TRANSLATIONAL IMAGING SCIENCE STUDY SECTION,CTIS,2/16/2023,"TAMIR, JONATHAN ISAAC",ASSISTANT PROFESSOR,DEPARTMENT OF ELECTRICAL AND COMPUTER ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"TAMIR, JONATHAN ISAAC,  PHD*",TAMIR,JONATHAN ISAAC,JONATHAN,2/16/2023,78712
