Section Name,Section Abbreviation,Date,Zipcode,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,48109,"GUDJONSSON, JOHANN  ELI",ARTHUR C. CURTIS PROFESSOR OF CUTANEOUS IMMUNOLOGY,DEPARTMENT OF DERMATOLOGY,UNIVERSITY OF MICHIGAN,"ANN ARBOR,       MI,       48109",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,45229,"ANGELES-HAN, SHEILA  THERESE",ASSOCIATE PROFESSOR,DIVISION OF RHEUMATOLOGY,DEPARTMENT OF PEDIATRICS,CINCINNATI CHILDREN'S HOSPITAL,UNIVERSITY OF CINCINNATI,"CINCINNATI,       OH,       45229",
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,19129,"ARTLETT, CAROL  M",ASSOCIATE PROFESSOR,DEPARTMENT OF MICROBIOLOGY AND IMMUNOLOGY,DREXEL UNIVERSITY COLLEGE OF MEDICINE,"PHILADELPHIA,       PA,       19129",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,29425,"BOGATKEVICH, GALINA  S",ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICINE,MEDICAL UNIVERSITY OF SOUTH CAROLINA,"CHARLESTON,       SC,       29425",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,94305,"BOLLYKY, PAUL  L",ASSOCIATE  PROFESSOR,DIVISION OF INFECTIOUS DISEASES,STANFORD UNIVERSITY,"STANFORD,       CA,       94305",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,14642,"BREWER, MATTHEW  GARTH",RESEARCH ASSISTANT PROFESSOR,DEPARTMENT OF DERMATOLOGY,UNIVERSITY OF ROCHESTER,"ROCHESTER,       NY,       14642",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,5405,"BUDD, RALPH  C",UNIVERSITY DISTINGUISHED PROFESSOR,DEPARTMENT OF MEDICINE,UNIVERSITY OF VERMONT,"BURLINGTON,       VT,       05405",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,2115,"CHIU, ISAAC  MING-CHENG",ASSOCIATE PROFESSOR,DEPARTMENT OF IMMUNOLOGY,BLAVATNIK INSTITUTE,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02115",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,92697,"DAI, XING",PROFESSOR,DEPARTMENT OF BIOLOGICAL CHEMISTRY AND,DEPARTMENT OF DERMATOLOGY,SCHOOL OF MEDICINE,"UNIVERSITY OF CALIFORNIA, IRVINE","IRVINE,       CA,       92697",
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,79106,"DAS, HIRANMOY",PROFESSOR,DEPARTMENT OF BIOMEDICAL SCIENCES,SCHOOL OF PHARMACY,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,"AMARILLO,       TX,       79106",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,92093,"DI NARDO, ANNA","PROFESSOR, VICE CHAIR OF RESEARCH",DEPARTMENT OF DERMATOLOGY,UNIVERSITY OF CALIFORNIA SAN DIEGO,"LA JOLLA,       CA,       92093",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,99164,"DRISKELL, RYAN",ASSISTANT PROFESSOR,SCHOOL OF MOLECULAR BIOSCIENCES,WASHINGTON STATE UNIVERSITY,"PULLMAN,       WA,       99164",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,92093,"GUMA, MONICA",PROFESSOR,"DIVISION OF RHEUMATOLOGY, ALLERGY,",AND IMMUNOLOGY,SCHOOL OF MEDICINE,"UNIVERSITY OF CALIFORNIA, SAN DIEGO","LA JOLLA,       CA,       92093",
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,98101,"HAMERMAN, JESSICA  A","DIRECTOR, ACADEMIC AFFAIRS","MEMBER, CENTER FOR FUNDAMENTAL IMMUNOLOGY",BENAROYA RESEARCH INSTITUTE,"SEATTLE,       WA,       98101",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,68178,"HANSEN, LAURA  A.",ASSOCIATE DEAN AND PROFESSOR,DEPARTMENT OF BIOMEDICAL SCIENCES,"DIRECTOR, MECHANISMS OF CARCINOGENESIS PROGRAM",SCHOOL OF MEDICINE,CREIGHTON UNIVERSITY,"OMAHA,       NE,       68178",
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,60637,"HE, YU-YING",PROFESSOR,SECTION OF DERMATOLOGY,DEPARTMENT OF MEDICINE,CANCER RESEARCH CENTER,THE UNIVERSITY OF CHICAGO,"CHICAGO,       IL,       60637",
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,6520,"HSIA, HENRY  C",PROFESSOR,SURGERY & BIOMEDICAL ENGINEERING,YALE SCHOOL OF MEDICINE,YALE SCHOOL OF ENGINEERING AND APPLIED SCIENCE,"NEW HAVEN,       CT,       06520",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,10021,"IVASHKIV, LIONEL  B.",CHIEF SCIENTIFIC OFFICER,DEPARTMENT OF MEDICINE AND IMMUNOLOGY,HOSPITAL FOR SPECIAL SURGERY,WEILL CORNELL MEDICINE,"NEW YORK,       NY,       10021",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,77401,"KESWANI, SUNDEEP  G",PROFESSOR AND CLAYTON ENDOWED CHAIR IN SURGICAL RESEARCH,DIVISION OF PEDIATRIC SURGERY,DEPARTMENT OF SURGERY,TEXAS CHILDREN?S HOSPITAL,BAYLOR COLLEGE OF MEDICINE,"HOUSTON,       TX,       77401",
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,44325,"LEIPZIG, NIC  D",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMICAL AND BIOMEDICAL ENGINEERING,UNIVERSITY OF AKRON,"AKRON,       OH,       44325",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,80206,"LEUNG, DONALD  YM",DISTINGUISHED PROFESSOR,DIVISION OF PEDIATRIC ALLERGY AND IMMUNOLOGY,NATIONAL JEWISH HEALTH,"DENVER,       CO,       80206",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,90033,"LI, WEI",PROFESSOR,DEPARTMENT OF DERMATOLOGY,NORRIS CANCER CENTER,UNIVERSITY OF SOUTHERN CALIFORNIA,"LOS ANGELES,       CA,       90033",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,84132,"MIMCHE, PATRICE",ASSISTANT PROFESSOR,DIVISION OF MICROBIOLOGY AND IMMUNOLOGY,DEPARTMENT OF PATHOLOGY,UNIVERSITY OF UTAH SCHOOL OF MEDICINE,"SALT LAKE CITY,       UT,       84132",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,27607,"MISHRA, SANTOSH  K.",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR BIOMEDICAL SCIENCES,COLLEGE OF VETERINARY MEDICINE,NORTH CAROLINA STATE UNIVERSITY,"RALEIGH,       NC,       27607",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,73104,"NATH, SWAPAN  K",PROFESSOR,ARTHRITIS AND CLINICAL IMMUNOLOGY,OKLAHOMA MEDICAL RESEARCH FOUNDATION,UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,"OKLAHOMA CITY,       OK,       73104",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,17033,"NELSON, AMANDA  MARIE",ASSISTANT PROFESSOR,DEPARTMENT OF DERMATOLOGY,COLLEGE OF MEDICINE-CLINICAL SCIENCES,THE MILTON S. HERSHEY MEDICAL CENTER,PENNSYLVANIA STATE UNIVERSITY,"HERSHEY,       PA,       17033",
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,6032,"OH, JULIA  S",ASSOCIATE PROFESSOR,THE JACKSON LABORATORY FOR GENOMIC MEDICINE,"FARMINGTON,       CT,       06032",,,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,10032,"OWENS, DAVID  M.",ASSOCIATE PROFESSOR,DEPARTMENTS OF DERMATOLOGY AND PATHOLOGY,AND CELL BIOLOGY,COLUMBIA UNIVERSITY,"NEW YORK,       NY,       10032",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,13210,"PERL, ANDRAS",SUNY DISTINGUISHED PROFESSOR,"DEPARTMENTS OF MEDICINE, MICROBIOLOGY, IMMUNOLOGY","VICE CHAIR FOR RESEARCH, DEPARTMENT OF MEDICINE",NORTON COLLEGE OF MEDICINE,STATE UNIVERSITY OF NEW YORK,"SYRACUSE,       NY,       13210",
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,1609,"PINS, GEORGE  D.",PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,WORCESTER POLYTECHNIC INSTITUTE,"WORCESTER,       MA,       01609",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,37614,"PURI, ASHANA",ASSISTANT PROFESSOR,DEPARTMENT OF PHARMACEUTICAL SCIENCES,BILL GATTON COLLEGE OF PHARMACY,EAST TENNESSEE STATE UNIVERSITY,"JOHNSON CITY,       TN,       37614",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,6030,"REICHENBERGER, ERNST  J",PROFESSOR,CENTER FOR REGENERATIVE MEDICINE,AND SKELETAL DEVELOPMENT,UNIVERSITY OF CONNECTICUT HEALTH CENTER,"FARMINGTON,       CT,       06030",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,10029,"RENDL, MICHAEL",PROFESSOR,"DEPARTMENTS OF CELL, DEVELOPMENTAL AND",REGENERATIVE BIOLOGY AND DERMATOLOGY,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"NEW YORK,       NY,       10029",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,94143,"ROSENBLUM, MICHAEL  DAVID",PROFESSOR AND VICE CHAIR,DEPARTMENT OF DERMATOLOGY,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO,       CA,       94143",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,10003,"SCHER, JOSE  U.",ASSOCIATE PROFESSOR OF MEDICINE,DEPARTMENT OF MEDICINE,DIVISION OF RHEUMATOLOGY,NEW YORK UNIVERSITY GROSSMAN SCHOOL OF MEDICINE,"NEW YORK,       NY,       10003",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,60612,"SHAHRARA, SHIVA",PROFESSOR,DIVISION OF RHEUMATOLOGY,DEPARTMENT OF MEDICINE,UNIVERSITY OF ILLINOIS AT CHICAGO,"CHICAGO,       IL,       60612",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,44109,"SINGER, NORA",PROFESSOR OF MEDICINE AND PEDIATRICS,DIVISION OF RHEUMATOLOGY,METROHEALTH SYSTEM,SCHOOL OF MEDICINE,CASE WESTERN RESERVE UNIVERSITY,"CLEVELAND,       OH,       44109",
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,48202,"ALLEN, MATTHEW  J",PROFESSOR AND CHAIR,DEPARTMENT OF CHEMISTRY,WAYNE STATE UNIVERSITY,"DETROIT,       MI,       48202",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,35233,"BIGGIO, JOSEPH  RAMON","SYSTEM CHAIR AND SERVICE LINE LEADER, WOMEN?S SERVICES AND MATERNAL FETAL MEDICINE",OCHSNER HEALTH,"PROFESSOR, OBSTETRICS AND GYNECOLOGY","OCHSNER CLINICAL SCHOOL, UNIVERSITY OF QUEENSLAND","NEW ORLEANS,       LA,       35233",,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,20892,"GERSCH, ROBERT",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA,       MD,       20892",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,94305,"ODDEN, MICHELLE  C",ASSOCIATE PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY AND POPULATION HEALTH,STANFORD UNIVERSITY,"STANFORD,       CA,       94305",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,27599,"ALLEN, KELLI  D",RESEARCH PROFESSOR,DEPARTMENT OF MEDICINE,THURSTON ARTHRITIS RESEARCH CENTER,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,"CHAPEL HILL,       NC,       27599",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,35294,"AROKE, EDWIN  N",ASSOCIATE PROFESSOR,SCHOOL OF NURSING,THE UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM,       AL,       35294",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,142148001,"BANACK, HAILEY  R",ASSISTANT PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY,AND ENVIRONMENTAL HEALTH,UNIVERSITY AT BUFFALO,"BUFFALO,       NY,       142148001",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,2903,"BELANGER, EMMANUELLE",ASSOCIATE PROFESSOR,"DEPARTMENT OF HEALTH SERVICES, POLICY AND PRACTICE",SCHOOL OF PUBLIC HEALTH,BROWN UNIVERSITY,"PROVIDENCE,       RI,       02903",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,10016,"BUBU, OMONIGHO  M",ASSOCIATE PROFESSOR,"DEPARTMENTS OF PSYCHIATRY, NEUROLOGY",AND POPULATION HEALTH,GROSSMAN SCHOOL OF MEDICINE,NEW YORK UNIVERSITY,"NEW YORK,       NY,       10016",
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,44106,"BUSH, WILLIAM  S",PROFESSOR,DEPARTMENT OF POPULATION AND,QUANTITATIVE HEALTH SCIENCES,CLEVELAND INSTITUTE FOR COMPUTATIONAL BIOLOGY,CASE WESTERN RESERVE UNIVERSITY,"CLEVELAND,       OH,       44106",
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,95616,"CONLON, KATHRYN  C",ASSISTANT PROFESSOR,DIVISION OF EPIDEMIOLOGY,DEPARTMENT OF PUBLIC HEALTH SCIENCES,UNIVERSITY OF CALIFORNIA AT DAVIS,"DAVIS,       CA,       95616",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,43210,"DONNEYONG, MACARIUS  M",ASSOCIATE PROFESSOR,DIVISION OF OUTCOMES AND TRANSLATIONAL SCIENCES,COLLEGE OF PHARMACY,THE OHIO STATE UNIVERSITY,"COLUMBUS,       OH,       43210",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,90089,"EICH, TEAL  S",ASSISTANT PROFESSOR,LEONARD DAVIS SCHOOL OF GERONTOLOGY,UNIVERSITY OF SOUTHERN CALIFORNIA,"LOS ANGELES,       CA,       90089",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,92103,"ELLIS, RONALD  J",PROFESSOR,DEPARTMENT OF NEUROSCIENCES,SCHOOL OF MEDICINE,"UNIVERSITY OF CALIFORNIA, SAN DIEGO","SAN DIEGO,       CA,       92103",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,33199,"ESCOBAR, JAVIER  I",PROFESSOR,DEPARTMENT OF GLOBAL HEALTH,STEMPEL COLLEGE OF PUBLIC HEALTH AND SOCIAL WORK,FLORIDA INTERNATIONAL UNIVERSITY,"MIAMI,       FL,       33199",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,90048,"ESPINOZA, SARA  E",DIRECTOR,DEPARTMENT OF MEDICINE,CENTER FOR TRANSLATIONAL GEROSCIENCE,CEDARS-SINAI MEDICAL CENTER,"LOS ANGELES,       CA,       90048",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,66160,"GAJEWSKI, BYRON  J",PROFESSOR,DEPARTMENT OF BIOSTATISTICS AND DATA SCIENCE,SCHOOL OF MEDICINE,UNIVERSITY OF KANSAS,"KANSAS CITY,       KS,       66160",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,47405,"HAREZLAK, JAROSLAW",PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY AND BIOSTATISTICS,SCHOOL OF PUBLIC HEALTH-BLOOMINGTON,INDIANA UNIVERSITY,"BLOOMINGTON,       IN,       47405",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,44115,"JIANG, PENG",ASSISTANT PROFESSOR,"DEPARTMENT OF BIOLOGICAL, GEOLOGICAL AND",ENVIRONMENTAL SCIENCES,CENTER FOR GENE REGULATION IN HEALTH AND DISEASE,CLEVELAND STATE UNIVERSITY,"CLEVELAND,       OH,       44115",
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,37203,"KAWAI, VIVIAN  K",ASSISTANT PROFESSOR,DIVISION OF CLINICAL PHARMACOLOGY,DEPARTMENT OF MEDICINE,VANDERBILT UNIVERSITY MEDICAL CENTER,"NASHVILLE,       TN,       37203",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,2131,"KIM, DAE HYUN",ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICINE,MARCUS INSTITUTE FOR AGING RESEARCH,HEBREW SENIORLIFE,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02131",
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,11794,"KUAN, PEI-FEN",PROFESSOR,DEPARTMENT OF APPLIED MATHEMATICS AND STATISTICS,STONY BROOK UNIVERSITY,"STONY BROOK,       NY,       11794",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,32611,"LU, QING",PROFESSOR,DEPARTMENT OF BIOSTATISTICS,UNIVERSITY OF FLORIDA,"GAINESVILLE,       FL,       32611",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,68182,"MANGALAM, MADHUR",ASSISTANT PROFESSOR,DEPARTMENT OF BIOMECHANICS,UNIVERSITY OF NEBRASKA OMAHA,"OMAHA,       NE,       68182",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,48109,"MODY, LONA",PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY,SCHOOL OF PUBLIC HEALTH,UNIVERSITY OF MICHIGAN AT ANN ARBOR,"ANN ARBOR,       MI,       48109",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,60612,"RAJAN, KUMAR  B",PROFESSOR,DEPARTMENT OF ALZHEIMER?S DISEASE AND,NEUROLOGICAL SCIENCES,RUSH UNIVERSITY MEDICAL CENTER,"CHICAGO,       IL,       60612",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,77555,"RAJI, MUKAILA  A",EDGAR GNITZINGER DISTINGUISHED PROFESSOR AND MEDICAL DIRECTOR,DIVISION OF GERIATRICS AND PALLIATIVE MEDICINE,DEPARTMENT OF INTERNAL MEDICINE,UNIVERSITY OF TEXAS MEDICAL BRANCH,"GALVESTON,       TX,       77555",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,98195,"RICE, KENNETH  M",PROFESSOR,DEPARTMENT OF BIOSTATISTICS,UNIVERSITY OF WASHINGTON,"SEATTLE,       WA,       98195",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,152132535,"ROSSO, ANDREA  L",ASSOCIATE PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY,UNIVERSITY OF PITTSBURGH,"PITTSBURGH,       PA,       152132535",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,19104,"SHEN, LI",PROFESSOR AND DEPUTY DIRECTOR OF INFORMATICS,"DEPARTMENT OF BIOSTATISTICS, EPIDEMIOLOGY",AND INFORMATICS,UNIVERSITY OF PENNSYLVANIA SCHOOL OF MEDICINE,"PHILADELPHIA,       PA,       19104",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,2115,"SOFER, TAMAR",ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICINE,BETH ISRAEL DEACONESS MEDICAL CENTER,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02115",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,84602,"THACKER, EVAN  L",ASSOCIATE PROFESSOR,DEPARTMENT OF PUBLIC HEALTH,BRIGHAM YOUNG UNIVERSITY,"PROVO,       UT,       84602",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,10032,"VARDARAJAN, BADRI  N",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROLOGY,GERTRUDE H.  SERGIEVSKY CENTER,COLUMBIA UNIVERSITY,"NEW YORK,       NY,       10032",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,38105,"WANG, ZHAOMING",ASSOCIATE MEMBER,DEPARTMENT OF EPIDEMIOLOGY AND CANCER CONTROL,ST. JUDE CHILDREN?S RESEARCH HOSPITAL,"MEMPHIS,       TN,       38105",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,77030,"WU, CHONG",ASSISTANT PROFESSOR,DEPARTMENT OF BIOSTATISTICS,THE UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER,"HOUSTON,       TX,       77030",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,85281,"YU, FANG",PROFESSOR,EDSON COLLEGE OF NURSING AND HEALTH INNOVATION,ARIZONA STATE UNIVERSITY,"TEMPE,       AZ,       85281",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,60612,"YU, LEI",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGICAL SCIENCES,RUSH UNIVERSITY MEDICAL CENTER,"CHICAGO,       IL,       60612",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,92614,"ZAMRINI, EDWARD  Y",DIRECTOR OF NEUROLOGY,IRVINE CLINICAL RESEARCH,"IRVINE,       CA,       92614",,,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,20892,"FORBANG, NKETI  I",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA,       MD,       20892",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,7/18/2024,20892,"MIRANDA, LYDIA  ",EXTRAMURAL SUPPORT ASSISTANT,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA,       MD,       20892",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,3/14/2024,94305,"ODDEN, MICHELLE  C",ASSOCIATE PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY AND POPULATION HEALTH,STANFORD UNIVERSITY,"STANFORD,       CA,       94305",,,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,3/14/2024,27599,"ALLEN, KELLI  D",RESEARCH PROFESSOR,DEPARTMENT OF MEDICINE,THURSTON ARTHRITIS RESEARCH CENTER,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,"CHAPEL HILL,       NC,       27599",,
"AGING, INJURY, MUSCULOSKELETAL, AND RHEUMATOLOGIC DISORDERS STUDY SECTION",AIMR,3/14/2024,6030,"BARRY, LISA  C",ASSOCIATE PROFESSOR OF PSYCHIATRY,CENTER ON AGING AND DEPARTMENT OF PSYCHIATRY,UNIVERSITY OF CONNECTICUT HEALTH CENTER,"FARMINGTON,       CT,       06030",,,
